Date,uk_gilt
4/7/06,111.34
4/10/06,111.23
4/11/06,111.21
4/12/06,111.1
4/13/06,110.55
4/18/06,110.66
4/19/06,110.66
4/20/06,110.65
4/21/06,110.39
4/24/06,110.22
4/25/06,109.75
4/26/06,109.36
4/27/06,109.66
4/28/06,109.9
5/2/06,109.65
5/3/06,109.47
5/4/06,109.25
5/5/06,109.31
5/8/06,109.13
5/9/06,109.05
5/10/06,109.31
5/11/06,108.99
5/12/06,108.74
5/15/06,109.34
5/16/06,109.85
5/17/06,109.41
5/18/06,110.14
5/19/06,109.91
5/22/06,110.27
5/23/06,109.89
5/24/06,110.22
5/25/06,110.47
5/26/06,110.41
5/30/06,110.24
5/31/06,110
6/1/06,109.69
6/2/06,110.27
6/5/06,110.05
6/6/06,109.67
6/7/06,109.68
6/8/06,110.03
6/9/06,109.99
6/12/06,110.12
6/13/06,110.34
6/14/06,110.18
6/15/06,109.55
6/16/06,109.65
6/19/06,109.24
6/20/06,108.83
6/21/06,108.8
6/22/06,108.69
6/23/06,108.6
6/26/06,108.69
6/27/06,108.62
6/28/06,108.57
6/29/06,108.8
6/30/06,108.88
7/3/06,108.7
7/4/06,108.98
7/5/06,108.76
7/6/06,109.01
7/7/06,109.34
7/10/06,109.3
7/11/06,109.48
7/12/06,109.29
7/13/06,109.4
7/14/06,109.94
7/17/06,109.54
7/18/06,109.29
7/19/06,109.62
7/20/06,109.5
7/21/06,109.62
7/24/06,109.74
7/25/06,109.55
7/26/06,109.37
7/27/06,109.6
7/28/06,109.83
7/31/06,109.72
8/1/06,109.67
8/2/06,109.38
8/3/06,108.74
8/4/06,108.92
8/7/06,109.27
8/8/06,109.27
8/9/06,109.16
8/10/06,109.01
8/11/06,108.55
8/14/06,108.49
8/15/06,108.8
8/16/06,109.06
8/17/06,109.37
8/18/06,109.68
8/21/06,110.08
8/22/06,110.09
8/23/06,110.06
8/24/06,110.05
8/25/06,110.07
8/29/06,110
8/30/06,110.05
8/31/06,110.38
9/1/06,110.55
9/4/06,110.31
9/5/06,110.17
9/6/06,109.97
9/7/06,109.99
9/8/06,109.98
9/11/06,109.71
9/12/06,109.46
9/13/06,109.83
9/14/06,109.68
9/15/06,109.62
9/18/06,109.07
9/19/06,109.31
9/20/06,109.43
9/21/06,109.84
9/22/06,110.14
9/25/06,110.6
9/26/06,110.43
9/27/06,110.39
9/28/06,110.39
9/29/06,110.02
10/2/06,109.95
10/3/06,109.76
10/4/06,109.94
10/5/06,110.05
10/6/06,109.69
10/9/06,109.77
10/10/06,109.34
10/11/06,109.32
10/12/06,109.32
10/13/06,108.89
10/16/06,109.07
10/17/06,109.22
10/18/06,109.06
10/19/06,108.99
10/20/06,108.69
10/23/06,108.63
10/24/06,108.61
10/25/06,108.62
10/26/06,108.96
10/27/06,109.47
10/30/06,109.63
10/31/06,110.05
11/1/06,110.04
11/2/06,109.79
11/3/06,109.38
11/6/06,109.25
11/7/06,109.74
11/8/06,109.62
11/9/06,109.83
11/10/06,109.96
11/13/06,109.61
11/14/06,109.9
11/15/06,109.73
11/16/06,109.4
11/17/06,109.7
11/20/06,109.84
11/21/06,109.75
11/22/06,109.71
11/23/06,109.6
11/24/06,109.78
11/27/06,109.69
11/28/06,109.73
11/29/06,109.77
11/30/06,110.05
12/1/06,110.35
12/4/06,110.37
12/5/06,110.18
12/6/06,110.06
12/7/06,109.83
12/8/06,109.42
12/11/06,109.25
12/12/06,109.14
12/13/06,108.84
12/14/06,108.66
12/15/06,108.49
12/18/06,108.47
12/19/06,108.2
12/20/06,108.34
12/21/06,108.28
12/22/06,108.21
12/27/06,107.79
12/28/06,107.78
12/29/06,108.13
1/2/07,107.97
1/3/07,107.75
1/4/07,107.87
1/5/07,107.69
1/8/07,107.71
1/9/07,107.64
1/10/07,107.55
1/11/07,107.24
1/12/07,106.92
1/15/07,106.87
1/16/07,106.98
1/17/07,106.86
1/18/07,106.86
1/19/07,106.73
1/22/07,106.82
1/23/07,106.71
1/24/07,106.71
1/25/07,106.37
1/26/07,106.14
1/29/07,106.02
1/30/07,106.2
1/31/07,106.22
2/1/07,106.06
2/2/07,106.02
2/5/07,106.19
2/6/07,106.27
2/7/07,106.43
2/8/07,106.68
2/9/07,106.34
2/12/07,106.24
2/13/07,106.46
2/14/07,106.49
2/15/07,107.17
2/16/07,107.07
2/19/07,106.88
2/20/07,106.89
2/21/07,106.87
2/22/07,106.59
2/23/07,106.98
2/26/07,107.35
2/27/07,107.71
2/28/07,107.65
3/1/07,107.72
3/2/07,107.76
3/5/07,107.95
3/6/07,107.84
3/7/07,107.81
3/8/07,107.78
3/9/07,109.13
3/12/07,109.2
3/13/07,109.62
3/14/07,109.76
3/15/07,109.43
3/16/07,109.42
3/19/07,109.16
3/20/07,109.02
3/21/07,108.93
3/22/07,108.67
3/23/07,108.31
3/26/07,108.28
3/27/07,108.04
3/28/07,108.1
3/29/07,107.91
3/30/07,107.86
4/2/07,107.66
4/3/07,107.37
4/4/07,107.53
4/5/07,107.57
4/10/07,107.37
4/11/07,107.34
4/12/07,107.05
4/13/07,106.73
4/16/07,106.93
4/17/07,106.82
4/18/07,107.2
4/19/07,106.93
4/20/07,107.05
4/23/07,107.05
4/24/07,107.1
4/25/07,107
4/26/07,106.69
4/27/07,106.5
4/30/07,107.18
5/1/07,106.98
5/2/07,106.67
5/3/07,106.5
5/4/07,106.61
5/8/07,106.82
5/9/07,106.89
5/10/07,106.79
5/11/07,106.77
5/14/07,106.4
5/15/07,106.45
5/16/07,106.49
5/17/07,106.29
5/18/07,106.14
5/21/07,106.23
5/22/07,106.08
5/23/07,105.73
5/24/07,105.9
5/25/07,105.75
5/29/07,105.69
5/30/07,105.58
5/31/07,105.57
6/1/07,105.22
6/4/07,105.12
6/5/07,104.94
6/6/07,105.26
6/7/07,104.62
6/8/07,104.4
6/11/07,104.48
6/12/07,103.97
6/13/07,103.84
6/14/07,103.75
6/15/07,103.62
6/18/07,103.63
6/19/07,103.91
6/20/07,103.52
6/21/07,103.48
6/22/07,103.42
6/25/07,103.57
6/26/07,103.77
6/27/07,104.06
6/28/07,103.89
6/29/07,103.9
7/2/07,104.13
7/3/07,103.75
7/4/07,103.5
7/5/07,103.25
7/6/07,102.94
7/9/07,103.11
7/10/07,103.77
7/11/07,103.82
7/12/07,103.51
7/13/07,103.49
7/16/07,103.83
7/17/07,103.61
7/18/07,104.08
7/19/07,103.97
7/20/07,104.85
7/23/07,104.65
7/24/07,104.73
7/25/07,104.9
7/26/07,105.71
7/27/07,105.63
7/30/07,105.81
7/31/07,105.56
8/1/07,105.63
8/2/07,105.32
8/3/07,105.86
8/6/07,105.72
8/7/07,105.69
8/8/07,105.03
8/9/07,105.32
8/10/07,105.53
8/13/07,105.66
8/14/07,105.92
8/15/07,106.43
8/16/07,107.12
8/17/07,106.64
8/20/07,106.89
8/21/07,107.28
8/22/07,106.64
8/23/07,106.93
8/24/07,106.6
8/28/07,106.9
8/29/07,106.89
8/30/07,107.14
8/31/07,106.87
9/3/07,106.73
9/4/07,106.84
9/5/07,107.01
9/6/07,107.12
9/7/07,107.63
9/10/07,108.04
9/11/07,108.02
9/12/07,108.08
9/13/07,107.82
9/14/07,108.22
9/17/07,108.59
9/18/07,107.75
9/19/07,107.34
9/20/07,106.76
9/21/07,106.39
9/24/07,106.69
9/25/07,106.85
9/26/07,106.49
9/27/07,106.54
9/28/07,106.91
10/1/07,107.08
10/2/07,107.47
10/3/07,107.22
10/4/07,107.41
10/5/07,107.27
10/8/07,107.34
10/9/07,107.63
10/10/07,107.08
10/11/07,106.69
10/12/07,106.22
10/15/07,106.16
10/16/07,106.26
10/17/07,106.63
10/18/07,107.03
10/19/07,107.61
10/22/07,107.57
10/23/07,107.58
10/24/07,107.97
10/25/07,107.91
10/26/07,107.95
10/29/07,107.93
10/30/07,107.7
10/31/07,107.26
11/1/07,107.47
11/2/07,107.79
11/6/07,107.87
11/7/07,108.15
11/8/07,108.63
11/9/07,108.86
11/12/07,108.75
11/13/07,108.84
11/14/07,108.96
11/15/07,109.51
11/16/07,109.64
11/19/07,109.85
11/20/07,109.84
11/21/07,110.16
11/22/07,110.43
11/23/07,110.14
11/26/07,110.09
11/27/07,109.66
11/28/07,109.2
11/29/07,110.06
11/30/07,109.53
12/3/07,110.02
12/4/07,110.32
12/5/07,110.63
12/6/07,110.17
12/7/07,109.38
12/10/07,108.83
12/11/07,108.95
12/12/07,108.15
12/13/07,108.29
12/14/07,108.1
12/17/07,108.34
12/18/07,108.46
12/19/07,109.03
12/20/07,109.72
12/21/07,109.11
12/24/07,109.6
12/27/07,109.31
12/28/07,109.89
12/31/07,110.23
1/2/08,110.82
1/3/08,110.62
1/4/08,111.01
1/7/08,110.99
1/8/08,110.79
1/9/08,111.14
1/10/08,111.12
1/11/08,111
1/14/08,111.08
1/15/08,111.24
1/16/08,111.33
1/17/08,111.11
1/18/08,110.99
1/21/08,111.55
1/22/08,110.42
1/23/08,111.15
1/24/08,110.17
1/25/08,110.3
1/28/08,110.43
1/29/08,109.72
1/30/08,109.81
1/31/08,110.54
2/1/08,110.57
2/4/08,110.34
2/5/08,111.01
2/6/08,110.68
2/7/08,110.83
2/8/08,110.95
2/11/08,110.32
2/12/08,109.55
2/13/08,109.46
2/14/08,109.27
2/15/08,109.5
2/18/08,109.09
2/19/08,109.16
2/20/08,108.78
2/21/08,108.79
2/22/08,108.75
2/25/08,108.54
2/26/08,108.51
2/27/08,108.6
2/28/08,109.38
2/29/08,110.45
3/3/08,110.59
3/4/08,110.95
3/5/08,110.37
3/6/08,111.27
3/7/08,111.57
3/10/08,111.81
3/11/08,111.25
3/12/08,110.89
3/13/08,111.07
3/14/08,111.58
3/17/08,111.89
3/18/08,111.47
3/19/08,111.73
3/20/08,111.74
3/25/08,110.69
3/26/08,110.49
3/27/08,110.13
3/28/08,110.84
3/31/08,111.32
4/1/08,110.53
4/2/08,110.54
4/3/08,110.35
4/4/08,110.36
4/7/08,109.89
4/8/08,110.03
4/9/08,110.21
4/10/08,110.02
4/11/08,110.7
4/14/08,110.5
4/15/08,110.54
4/16/08,109.86
4/17/08,108.67
4/18/08,108.2
4/21/08,108.49
4/22/08,108.49
4/23/08,108.42
4/24/08,107.88
4/25/08,107.49
4/28/08,107.86
4/29/08,108.09
4/30/08,108.27
5/1/08,108.63
5/2/08,107.89
5/6/08,108.23
5/7/08,108.07
5/8/08,108.88
5/9/08,109.08
5/12/08,108.9
5/13/08,108.1
5/14/08,107.33
5/15/08,107.41
5/16/08,107.59
5/19/08,107.3
5/20/08,107.4
5/21/08,106.82
5/22/08,106.2
5/23/08,106.5
5/27/08,106.47
5/28/08,106.23
5/29/08,105.69
5/30/08,105.74
6/2/08,106.13
6/3/08,105.71
6/4/08,106.12
6/6/08,105.76
6/9/08,104.36
6/10/08,104.4
6/11/08,104.4
6/12/08,104.05
6/13/08,103.65
6/16/08,103.68
6/17/08,104.34
6/18/08,104.15
6/19/08,103.54
6/20/08,104.09
6/23/08,104.16
6/24/08,104.14
6/25/08,104.38
6/26/08,105.13
6/27/08,105
6/30/08,104.26
7/1/08,104.48
7/2/08,104.48
7/3/08,105.38
7/4/08,105.81
7/7/08,106.06
7/8/08,106.18
7/9/08,106.38
7/10/08,106.47
7/11/08,106.29
7/14/08,106.35
7/15/08,106.6
7/16/08,106.61
7/17/08,106.19
7/18/08,105.47
7/21/08,105.34
7/22/08,105.65
7/23/08,105.39
7/24/08,106.01
7/25/08,105.87
7/28/08,106.27
7/29/08,106.54
7/30/08,107.08
7/31/08,107.36
8/1/08,107.23
8/4/08,107.29
8/5/08,107.73
8/6/08,107.79
8/7/08,108.33
8/8/08,108.29
8/11/08,108.02
8/12/08,108.7
8/13/08,108.88
8/14/08,108.72
8/15/08,109.22
8/18/08,108.99
8/19/08,109.09
8/20/08,109.43
8/21/08,109.27
8/22/08,109.2
8/26/08,109.94
8/27/08,109.56
8/28/08,109.51
8/29/08,109.52
9/1/08,109.75
9/2/08,109.61
9/3/08,109.51
9/4/08,109.86
9/5/08,110.22
9/8/08,109.65
9/9/08,112.13
9/10/08,111.96
9/11/08,112.16
9/12/08,110.9
9/15/08,112.3
9/16/08,112.44
9/17/08,112.63
9/18/08,112.64
9/19/08,110.55
9/22/08,110.03
9/23/08,110.37
9/24/08,111.03
9/25/08,110.63
9/26/08,111.4
9/29/08,112.64
9/30/08,112.07
10/1/08,112.02
10/2/08,112.86
10/3/08,112.32
10/6/08,114.05
10/7/08,113.88
10/8/08,113.18
10/9/08,112.47
10/10/08,111.56
10/13/08,110.21
10/14/08,109.57
10/15/08,110.04
10/16/08,109.76
10/17/08,110.22
10/20/08,110.71
10/21/08,110.99
10/22/08,111.58
10/23/08,112
10/24/08,112.61
10/27/08,112.43
10/28/08,112.42
10/29/08,112.48
10/30/08,112.1
10/31/08,111.38
11/3/08,111.61
11/4/08,111.79
11/5/08,112.17
11/6/08,112.84
11/7/08,113.99
11/10/08,113.86
11/11/08,113.8
11/12/08,114.67
11/13/08,114.87
11/14/08,114.96
11/17/08,114.7
11/18/08,115.05
11/19/08,115.21
11/20/08,116.88
11/21/08,116.85
11/24/08,115.95
11/25/08,116.64
11/26/08,117.37
11/27/08,117.51
11/28/08,117.6
12/1/08,118.43
12/2/08,120.17
12/3/08,120.77
12/4/08,120.53
12/5/08,120.58
12/8/08,119.1
12/9/08,118.49
12/10/08,118.43
12/11/08,118.26
12/12/08,118.25
12/15/08,119.7
12/16/08,120.32
12/17/08,121.59
12/18/08,121.97
12/19/08,121.97
12/22/08,122.4
12/23/08,122.57
12/24/08,123.18
12/29/08,122.9
12/30/08,122.84
12/31/08,123.47
1/2/09,123.2
1/5/09,122.31
1/6/09,121.24
1/7/09,121.11
1/8/09,121.61
1/9/09,122.42
1/12/09,122.49
1/13/09,121.8
1/14/09,122.55
1/15/09,122.3
1/16/09,121.57
1/19/09,119.76
1/20/09,119.65
1/21/09,119.53
1/22/09,119.18
1/23/09,117.51
1/26/09,117.28
1/27/09,117.92
1/28/09,118
1/29/09,117.57
1/30/09,117.46
2/2/09,117.54
2/3/09,116.92
2/4/09,116.8
2/5/09,117.16
2/6/09,117.08
2/9/09,116.91
2/10/09,118.12
2/11/09,120.27
2/12/09,121.49
2/13/09,120.64
2/16/09,121.21
2/17/09,122.08
2/18/09,121.99
2/19/09,121.39
2/20/09,122.27
2/23/09,122.11
2/24/09,122.5
2/25/09,121.83
2/26/09,120.24
2/27/09,120.26
3/2/09,120.91
3/3/09,121.13
3/4/09,120.07
3/5/09,124.05
3/6/09,125.5
3/9/09,125.23
3/10/09,124.06
3/11/09,124.22
3/12/09,124.99
3/13/09,124.71
3/16/09,124.02
3/17/09,123.69
3/18/09,123.2
3/19/09,123.69
3/20/09,123.86
3/23/09,123.04
3/24/09,121.1
3/25/09,121.55
3/26/09,121.57
3/27/09,121.53
3/30/09,122.69
3/31/09,123.28
4/1/09,123.79
4/2/09,121.24
4/3/09,120.81
4/6/09,120.86
4/7/09,120.86
4/8/09,121.67
4/9/09,122.33
4/14/09,123.21
4/15/09,122.6
4/16/09,122.83
4/17/09,121.82
4/20/09,123.22
4/21/09,122.28
4/22/09,121.25
4/23/09,120.34
4/24/09,120.89
4/27/09,120.84
4/28/09,121.05
4/29/09,121.03
4/30/09,120.81
5/1/09,120.25
5/5/09,120.08
5/6/09,119.41
5/7/09,118.84
5/8/09,118.39
5/11/09,119.11
5/12/09,119.17
5/13/09,120.57
5/14/09,120.87
5/15/09,120.51
5/18/09,120.81
5/19/09,120.79
5/20/09,119.95
5/21/09,118.89
5/22/09,118.5
5/26/09,118.93
5/27/09,118.52
5/28/09,118.08
5/29/09,118.94
6/1/09,117.78
6/2/09,117.56
6/3/09,118.65
6/4/09,117.98
6/5/09,117.29
6/8/09,117.75
6/9/09,116.39
6/10/09,115.69
6/11/09,115.04
6/12/09,115.29
6/15/09,116.28
6/16/09,116.21
6/17/09,117.32
6/18/09,116.43
6/19/09,116.95
6/22/09,117.61
6/23/09,117.62
6/24/09,118
6/25/09,117.93
6/26/09,118.14
6/29/09,118.81
6/30/09,118.11
7/1/09,117.29
7/2/09,117.73
7/3/09,117.82
7/6/09,118.28
7/7/09,118.38
7/8/09,118.83
7/9/09,117.2
7/10/09,117.69
7/13/09,118.52
7/14/09,117.78
7/15/09,117.23
7/16/09,117.55
7/17/09,116.97
7/20/09,116.91
7/21/09,117.37
7/22/09,116.74
7/23/09,115.71
7/24/09,115.83
7/27/09,115.75
7/28/09,116.18
7/29/09,115.96
7/30/09,116.13
7/31/09,117.4
8/3/09,116.71
8/4/09,116.95
8/5/09,117.26
8/6/09,118.09
8/7/09,117.38
8/10/09,117.73
8/11/09,117.42
8/12/09,117.63
8/13/09,117.74
8/14/09,118.58
8/17/09,119.34
8/18/09,118.94
8/19/09,119.51
8/20/09,119.54
8/21/09,119.27
8/24/09,119.33
8/25/09,120
8/26/09,120.07
8/27/09,120.06
8/28/09,120.22
9/1/09,120.22
9/2/09,120.32
9/3/09,119.87
9/4/09,119.46
9/7/09,119.48
9/8/09,119.09
9/9/09,116.74
9/10/09,117.56
9/11/09,118.26
9/14/09,118.24
9/15/09,118.2
9/16/09,117.54
9/17/09,117.19
9/18/09,116.99
9/21/09,116.98
9/22/09,116.75
9/23/09,116.89
9/24/09,117.43
9/25/09,118.37
9/28/09,118.12
9/29/09,118.38
9/30/09,118.48
10/1/09,119.57
10/2/09,120.08
10/5/09,120.36
10/6/09,120.29
10/7/09,120.54
10/8/09,120.78
10/9/09,119.85
10/12/09,120.54
10/13/09,120.4
10/14/09,119.48
10/15/09,118.85
10/16/09,118.64
10/19/09,118.66
10/20/09,119.2
10/21/09,117.63
10/22/09,117.69
10/23/09,117.92
10/26/09,117.8
10/27/09,118.71
10/28/09,118.69
10/29/09,118.01
10/30/09,118.71
11/2/09,118.36
11/3/09,117.71
11/4/09,117.06
11/5/09,116.57
11/6/09,116.23
11/9/09,116.77
11/10/09,117.1
11/11/09,117.5
11/12/09,117.25
11/13/09,117.22
11/16/09,117.84
11/17/09,118.42
11/18/09,118.32
11/19/09,118.57
11/20/09,118.8
11/24/09,118.67
11/25/09,118.94
11/26/09,119.92
11/30/09,120
12/1/09,119.78
12/2/09,119.43
12/3/09,119.03
12/4/09,118.33
12/7/09,118.47
12/8/09,118.45
12/9/09,118.79
12/10/09,115.9
12/11/09,115.51
12/14/09,115.77
12/15/09,115.19
12/16/09,115.37
12/17/09,115.76
12/18/09,116.13
12/21/09,115.65
12/22/09,115.21
12/23/09,114.43
12/24/09,114.52
12/29/09,113.71
12/30/09,114.03
12/31/09,114.45
1/4/10,114.75
1/5/10,114.46
1/6/10,113.99
1/7/10,114.08
1/8/10,114.08
1/11/10,114.78
1/12/10,115.19
1/13/10,114.91
1/14/10,114.78
1/15/10,115.16
1/18/10,115.26
1/19/10,114.53
1/20/10,114.66
1/21/10,115.61
1/22/10,115.56
1/25/10,115.66
1/26/10,115.9
1/27/10,115.8
1/28/10,115.51
1/29/10,115.8
2/1/10,115.79
2/2/10,115.66
2/3/10,115.71
2/4/10,115.99
2/5/10,116.07
2/8/10,115.42
2/9/10,115.31
2/10/10,115.55
2/11/10,114.69
2/12/10,114.66
2/15/10,114.48
2/16/10,114.88
2/17/10,114.76
2/18/10,114.18
2/19/10,113.56
2/22/10,114.04
2/23/10,114.48
2/24/10,115.59
2/25/10,114.3
2/26/10,114.36
3/1/10,114.14
3/2/10,114.53
3/3/10,114.46
3/4/10,114.84
3/5/10,114.24
3/8/10,113.93
3/9/10,114.3
3/10/10,114.26
3/11/10,113.62
3/12/10,113.95
3/15/10,114.23
3/16/10,114.55
3/17/10,114.68
3/18/10,114.91
3/19/10,115.23
3/22/10,115.45
3/23/10,115.47
3/24/10,114.67
3/25/10,114.15
3/26/10,114.17
3/29/10,114.52
3/30/10,114.38
3/31/10,114.78
4/1/10,115
4/6/10,114.37
4/7/10,113.86
4/8/10,114.19
4/9/10,113.88
4/12/10,113.71
4/13/10,114.03
4/14/10,114.05
4/15/10,113.96
4/16/10,114.37
4/19/10,114.26
4/20/10,114.1
4/21/10,114.15
4/22/10,114.46
4/23/10,113.99
4/26/10,114.45
4/27/10,115.36
4/28/10,115.13
4/29/10,115.19
4/30/10,116.02
5/4/10,116.69
5/5/10,117.08
5/6/10,117.25
5/7/10,117.05
5/10/10,115.79
5/11/10,116.42
5/12/10,117.12
5/13/10,116.96
5/14/10,118.01
5/17/10,117.99
5/18/10,118.06
5/19/10,118.86
5/20/10,119.93
5/21/10,119.8
5/24/10,119.98
5/25/10,120.62
5/26/10,119.95
5/27/10,118.02
5/28/10,118.42
6/1/10,118.41
6/2/10,118.68
6/3/10,118.58
6/4/10,119.25
6/7/10,119.32
6/8/10,119.57
6/9/10,119.16
6/10/10,118.71
6/11/10,119.71
6/14/10,119.01
6/15/10,118.88
6/16/10,119.09
6/17/10,119.72
6/18/10,119.19
6/21/10,119.74
6/22/10,120.01
6/23/10,120.22
6/24/10,120.6
6/25/10,120.84
6/28/10,120.87
6/29/10,120.67
6/30/10,121.03
7/1/10,121.38
7/2/10,121.16
7/5/10,121.35
7/6/10,121.17
7/7/10,121.02
7/8/10,120.8
7/9/10,121.13
7/12/10,121.23
7/13/10,120.85
7/14/10,120.73
7/15/10,120.89
7/16/10,121.39
7/19/10,121.15
7/20/10,121.17
7/21/10,121.28
7/22/10,121.1
7/23/10,120.43
7/26/10,120.27
7/27/10,119.55
7/28/10,119.86
7/29/10,120.82
7/30/10,121.53
8/2/10,121.36
8/3/10,122.01
8/4/10,121.9
8/5/10,122.46
8/6/10,122.63
8/9/10,122.45
8/10/10,122.45
8/11/10,123.43
8/12/10,123.66
8/13/10,123.5
8/16/10,124.51
8/17/10,124.18
8/18/10,124.56
8/19/10,124.86
8/20/10,125.1
8/23/10,123.79
8/24/10,124.62
8/25/10,125.08
8/26/10,124.69
8/27/10,124.48
8/31/10,125.2
9/1/10,124.31
9/2/10,123.95
9/3/10,123.52
9/6/10,123.73
9/7/10,124.39
9/8/10,123.7
9/9/10,123.21
9/10/10,122.59
9/13/10,122.68
9/14/10,123.24
9/15/10,122.87
9/16/10,122.37
9/17/10,122.53
9/20/10,122.34
9/21/10,122.58
9/22/10,123.89
9/23/10,124.13
9/24/10,123.38
9/27/10,124.12
9/28/10,124.52
9/29/10,124.61
9/30/10,124.3
10/1/10,124.32
10/4/10,124.53
10/5/10,124.2
10/6/10,124.94
10/7/10,124.65
10/8/10,125.17
10/11/10,125.2
10/12/10,125.29
10/13/10,125.17
10/14/10,125.12
10/15/10,124.55
10/18/10,124.41
10/19/10,124.17
10/20/10,124.33
10/21/10,124.62
10/22/10,124.49
10/25/10,124.8
10/26/10,123.44
10/27/10,122.53
10/28/10,122.67
10/29/10,123.43
11/1/10,123.65
11/2/10,123.71
11/3/10,124.21
11/4/10,124.61
11/5/10,124.39
11/8/10,124
11/9/10,123.84
11/10/10,122.52
11/11/10,122.59
11/12/10,122.19
11/15/10,121.73
11/16/10,121.5
11/17/10,121.63
11/18/10,120.38
11/19/10,120.76
11/22/10,119.8
11/23/10,120.49
11/24/10,119.85
11/25/10,119.58
11/26/10,119.71
11/29/10,119.83
11/30/10,120.9
12/1/10,119.55
12/2/10,119.32
12/3/10,119.19
12/6/10,119.31
12/7/10,118.75
12/8/10,117.97
12/9/10,118.63
12/10/10,118.28
12/13/10,118.26
12/14/10,117.61
12/15/10,117.38
12/16/10,117.49
12/17/10,118.11
12/20/10,118.45
12/21/10,118.34
12/22/10,118.4
12/23/10,118.47
12/24/10,118.38
12/29/10,117.96
12/30/10,118.79
12/31/10,119.44
1/4/11,118.91
1/5/11,118.07
1/6/11,118.4
1/7/11,118.55
1/10/11,118.52
1/11/11,118.24
1/12/11,117.37
1/13/11,117.82
1/14/11,117.55
1/17/11,117.54
1/18/11,117.28
1/19/11,117.48
1/20/11,116.94
1/21/11,116.9
1/24/11,117.17
1/25/11,117.58
1/26/11,116.93
1/27/11,117.03
1/28/11,117.29
1/31/11,117.22
2/1/11,116.85
2/2/11,116.39
2/3/11,116.22
2/4/11,115.68
2/7/11,115.83
2/8/11,115.8
2/9/11,115.43
2/10/11,115.39
2/11/11,115.46
2/14/11,115.77
2/15/11,115.7
2/16/11,116
2/17/11,116.5
2/18/11,116.17
2/21/11,116.73
2/22/11,117.25
2/23/11,117.32
2/24/11,117.79
2/25/11,116.59
2/28/11,116.72
3/1/11,116.53
3/2/11,116.44
3/3/11,115.81
3/4/11,116.55
3/7/11,116.58
3/8/11,116.06
3/9/11,116.34
3/10/11,116.9
3/11/11,117.27
3/14/11,117.88
3/15/11,118.36
3/16/11,118.84
3/17/11,118.4
3/18/11,118.7
3/21/11,118.48
3/22/11,117.88
3/23/11,118.4
3/24/11,118.04
3/25/11,117.72
3/28/11,117.99
3/29/11,117.65
3/30/11,117.4
3/31/11,117.14
4/1/11,116.96
4/4/11,116.89
4/5/11,116.59
4/6/11,116.58
4/7/11,116.55
4/8/11,116.1
4/11/11,116.17
4/12/11,117.06
4/13/11,117.11
4/14/11,117.1
4/15/11,117.91
4/18/11,118.35
4/19/11,118.34
4/20/11,118.17
4/21/11,118.65
4/26/11,119.11
4/27/11,118.51
4/28/11,119.21
5/3/11,119.83
5/4/11,120.22
5/5/11,120.1
5/6/11,120.51
5/9/11,120.63
5/10/11,120.47
5/11/11,120.01
5/12/11,120.39
5/13/11,120.64
5/16/11,120.52
5/17/11,120.73
5/18/11,120.55
5/19/11,120.44
5/20/11,120.77
5/23/11,121.25
5/24/11,120.99
5/25/11,121.08
5/26/11,119.95
5/27/11,120.15
5/31/11,120.19
6/1/11,120.56
6/2/11,120.64
6/3/11,120.28
6/6/11,120.5
6/7/11,120.07
6/8/11,120.48
6/9/11,120.69
6/10/11,121.24
6/13/11,121.04
6/14/11,120.61
6/15/11,121.26
6/16/11,121.74
6/17/11,121.69
6/20/11,121.43
6/21/11,121.43
6/22/11,121.72
6/23/11,122.38
6/24/11,122.56
6/27/11,122.32
6/28/11,121.35
6/29/11,120.69
6/30/11,120.23
7/1/11,120.1
7/4/11,120.33
7/5/11,120.72
7/6/11,121.38
7/7/11,120.86
7/8/11,121.92
7/11/11,122.91
7/12/11,122.89
7/13/11,122.78
7/14/11,122.86
7/15/11,123.09
7/18/11,123.61
7/19/11,123.47
7/20/11,123.17
7/21/11,122.19
7/22/11,122.7
7/25/11,123.25
7/26/11,123.06
7/27/11,123.97
7/28/11,124.11
7/29/11,125.09
8/1/11,125.64
8/2/11,126.25
8/3/11,126.28
8/4/11,126.72
8/5/11,125.94
8/8/11,127.28
8/9/11,126.88
8/10/11,128.78
8/11/11,128.25
8/12/11,128.16
8/15/11,128.19
8/16/11,128.19
8/17/11,129.28
8/18/11,130.26
8/19/11,129.53
8/22/11,128
8/23/11,128.12
8/24/11,127.33
8/25/11,127.83
8/26/11,127.47
8/30/11,127.59
8/31/11,126.47
9/1/11,127.12
9/2/11,128.19
9/5/11,129.63
9/6/11,129.54
9/7/11,129.18
9/8/11,129.01
9/9/11,130.03
9/12/11,131.16
9/13/11,130.47
9/14/11,129.91
9/15/11,129.25
9/16/11,129.69
9/19/11,130.49
9/20/11,130.41
9/21/11,130.22
9/22/11,131.19
9/23/11,130.72
9/26/11,130.16
9/27/11,128.91
9/28/11,128.68
9/29/11,128.99
9/30/11,129.93
10/3/11,130.68
10/4/11,131.25
10/5/11,130.16
10/6/11,129.29
10/7/11,128.41
10/10/11,127.08
10/11/11,127.41
10/12/11,126.69
10/13/11,127.91
10/14/11,126.94
10/17/11,127.86
10/18/11,128.5
10/19/11,128.07
10/20/11,128.26
10/21/11,127.64
10/24/11,127.41
10/25/11,127.81
10/26/11,128.22
10/27/11,126.55
10/28/11,126.64
